--bus section
i, v, theta
359, 367, 1, 0
358, 286, 1, 0
354, 403, 1, 0
353, 407, 1, 0
352, 341, 1, 0
344, 348, 1, 0
344, 303, 1, 0
342, 343, 1, 0
416, 420, 1, 0
340, 341, 1, 0
338, 339, 1, 0
337, 339, 1, 0
337, 294, 1, 0
336, 319, 1, 0
166, 168, 1, 0
166, 165, 1, 0
117, 616, 1, 0
159, 161, 1, 0
32, 15, 1, 0
222, 187, 1, 0
170, 164, 1, 0
412, 424, 1, 0
126, 128, 1, 0
408, 515, 1, 0
168, 613, 1, 0
155, 156, 1, 0
323, 324, 1, 0
131, 475, 1, 0
365, 367, 1, 0
233, 236, 1, 0
421, 429, 1, 0
149, 65, 1, 0
454, 438, 1, 0
368, 359, 1, 0
164, 167, 1, 0
12, 570, 1, 0
479, 478, 1, 0
147, 132, 1, 0
467, 466, 1, 0
143, 151, 1, 0
188, 234, 1, 0
135, 137, 1, 0
58, 61, 1, 0
128, 129, 1, 0
436, 437, 1, 0
127, 131, 1, 0
155, 154, 1, 0
410, 309, 1, 0
135, 145, 1, 0
122, 124, 1, 0
40, 41, 1, 0
98, 101, 1, 0
112, 115, 1, 0
584, 600, 1, 0
119, 70, 1, 0
161, 162, 1, 0
112, 73, 1, 0
289, 464, 1, 0
525, 524, 1, 0
111, 261, 1, 0
324, 373, 1, 0
130, 131, 1, 0
299, 386, 1, 0
471, 111, 1, 0
397, 540, 1, 0
119, 120, 1, 0
562, 138, 1, 0
109, 249, 1, 0
273, 274, 1, 0
134, 136, 1, 0
109, 117, 1, 0
240, 208, 1, 0
109, 107, 1, 0
191, 237, 1, 0
537, 538, 1, 0
152, 158, 1, 0
31, 204, 1, 0
282, 281, 1, 0
116, 115, 1, 0
594, 593, 1, 0
107, 534, 1, 0
415, 518, 1, 0
104, 102, 1, 0
198, 200, 1, 0
103, 613, 1, 0
86, 59, 1, 0
598, 599, 1, 0
349, 351, 1, 0
169, 170, 1, 0
300, 450, 1, 0
96, 97, 1, 0
6, 7, 1, 0
287, 465, 1, 0
584, 585, 1, 0
94, 97, 1, 0
449, 453, 1, 0
149, 142, 1, 0
251, 255, 1, 0
160, 161, 1, 0
479, 569, 1, 0
310, 311, 1, 0
363, 365, 1, 0
91, 92, 1, 0
89, 92, 1, 0
89, 78, 1, 0
198, 189, 1, 0
342, 351, 1, 0
87, 59, 1, 0
40, 43, 1, 0
616, 565, 1, 0
121, 154, 1, 0
20, 19, 1, 0
225, 231, 1, 0
171, 167, 1, 0
110, 111, 1, 0
36, 35, 1, 0
63, 65, 1, 0
68, 472, 1, 0
80, 81, 1, 0
609, 83, 1, 0
454, 450, 1, 0
253, 255, 1, 0
158, 127, 1, 0
147, 468, 1, 0
27, 15, 1, 0
85, 86, 1, 0
293, 351, 1, 0
610, 609, 1, 0
26, 18, 1, 0
48, 45, 1, 0
25, 547, 1, 0
27, 475, 1, 0
118, 106, 1, 0
564, 563, 1, 0
80, 100, 1, 0
25, 34, 1, 0
154, 159, 1, 0
89, 90, 1, 0
181, 173, 1, 0
19, 22, 1, 0
119, 133, 1, 0
142, 141, 1, 0
220, 221, 1, 0
6, 23, 1, 0
270, 262, 1, 0
4, 14, 1, 0
271, 257, 1, 0
526, 54, 1, 0
306, 308, 1, 0
406, 392, 1, 0
327, 330, 1, 0
497, 517, 1, 0
216, 218, 1, 0
29, 21, 1, 0
54, 55, 1, 0
464, 465, 1, 0
216, 201, 1, 0
18, 29, 1, 0
539, 453, 1, 0
108, 463, 1, 0
7, 9, 1, 0
243, 544, 1, 0
273, 276, 1, 0
88, 95, 1, 0
34, 468, 1, 0
46, 38, 1, 0
103, 98, 1, 0
65, 530, 1, 0
265, 16, 1, 0
567, 569, 1, 0
81, 349, 1, 0
455, 448, 1, 0
13, 20, 1, 0
348, 302, 1, 0
120, 121, 1, 0
92, 82, 1, 0
148, 151, 1, 0
62, 67, 1, 0
571, 570, 1, 0
256, 252, 1, 0
126, 138, 1, 0
84, 63, 1, 0
315, 592, 1, 0
278, 320, 1, 0
484, 497, 1, 0
52, 53, 1, 0
145, 146, 1, 0
402, 523, 1, 0
2, 1, 1, 0
113, 373, 1, 0
10, 11, 1, 0
48, 49, 1, 0
435, 489, 1, 0
4, 11, 1, 0
128, 118, 1, 0
506, 198, 1, 0
162, 163, 1, 0
55, 56, 1, 0
345, 347, 1, 0
326, 334, 1, 0
62, 64, 1, 0
212, 213, 1, 0
39, 140, 1, 0
211, 491, 1, 0
10, 1, 1, 0
138, 561, 1, 0
98, 99, 1, 0
587, 403, 1, 0
556, 490, 1, 0
3, 35, 1, 0
57, 61, 1, 0
13, 12, 1, 0
216, 505, 1, 0
342, 344, 1, 0
325, 331, 1, 0
356, 617, 1, 0
126, 147, 1, 0
276, 279, 1, 0
617, 568, 1, 0
18, 30, 1, 0
247, 252, 1, 0
106, 58, 1, 0
20, 201, 1, 0
37, 122, 1, 0
383, 300, 1, 0
205, 492, 1, 0
581, 561, 1, 0
237, 239, 1, 0
13, 8, 1, 0
505, 211, 1, 0
399, 414, 1, 0
189, 190, 1, 0
1, 3, 1, 0
71, 84, 1, 0
514, 513, 1, 0
333, 327, 1, 0
16, 15, 1, 0
84, 98, 1, 0
74, 330, 1, 0
42, 43, 1, 0
386, 361, 1, 0
46, 48, 1, 0
295, 285, 1, 0
312, 291, 1, 0
310, 409, 1, 0
126, 137, 1, 0
230, 234, 1, 0
197, 213, 1, 0
49, 50, 1, 0
103, 512, 1, 0
51, 44, 1, 0
51, 170, 1, 0
185, 222, 1, 0
491, 490, 1, 0
253, 534, 1, 0
45, 40, 1, 0
52, 55, 1, 0
159, 162, 1, 0
616, 107, 1, 0
266, 267, 1, 0
480, 356, 1, 0
300, 353, 1, 0
79, 82, 1, 0
8, 571, 1, 0
58, 57, 1, 0
401, 445, 1, 0
76, 102, 1, 0
203, 205, 1, 0
309, 310, 1, 0
408, 407, 1, 0
123, 39, 1, 0
105, 106, 1, 0
94, 81, 1, 0
229, 207, 1, 0
235, 238, 1, 0
52, 110, 1, 0
77, 88, 1, 0
207, 210, 1, 0
158, 150, 1, 0
322, 564, 1, 0
145, 157, 1, 0
360, 298, 1, 0
66, 61, 1, 0
240, 241, 1, 0
510, 509, 1, 0
423, 537, 1, 0
84, 83, 1, 0
67, 66, 1, 0
580, 579, 1, 0
97, 75, 1, 0
369, 381, 1, 0
249, 250, 1, 0
485, 489, 1, 0
68, 471, 1, 0
164, 171, 1, 0
376, 379, 1, 0
151, 147, 1, 0
24, 33, 1, 0
484, 360, 1, 0
326, 372, 1, 0
70, 69, 1, 0
114, 115, 1, 0
287, 592, 1, 0
28, 29, 1, 0
489, 415, 1, 0
442, 541, 1, 0
3, 2, 1, 0
72, 69, 1, 0
144, 600, 1, 0
4, 5, 1, 0
387, 405, 1, 0
74, 110, 1, 0
432, 398, 1, 0
289, 499, 1, 0
24, 34, 1, 0
438, 439, 1, 0
83, 524, 1, 0
227, 231, 1, 0
234, 233, 1, 0
75, 76, 1, 0
77, 93, 1, 0
562, 139, 1, 0
257, 259, 1, 0
78, 100, 1, 0
139, 561, 1, 0
350, 351, 1, 0
160, 148, 1, 0
255, 254, 1, 0
95, 97, 1, 0
30, 31, 1, 0
563, 360, 1, 0
283, 284, 1, 0
433, 435, 1, 0
79, 92, 1, 0
125, 33, 1, 0
280, 275, 1, 0
256, 534, 1, 0
82, 88, 1, 0
435, 415, 1, 0
171, 172, 1, 0
284, 282, 1, 0
605, 594, 1, 0
172, 43, 1, 0
553, 544, 1, 0
186, 188, 1, 0
550, 531, 1, 0
173, 175, 1, 0
174, 176, 1, 0
175, 174, 1, 0
177, 174, 1, 0
490, 531, 1, 0
178, 179, 1, 0
600, 604, 1, 0
178, 180, 1, 0
252, 246, 1, 0
398, 412, 1, 0
302, 383, 1, 0
180, 44, 1, 0
181, 329, 1, 0
22, 473, 1, 0
182, 175, 1, 0
11, 14, 1, 0
216, 230, 1, 0
183, 182, 1, 0
557, 556, 1, 0
203, 206, 1, 0
191, 222, 1, 0
275, 273, 1, 0
332, 333, 1, 0
200, 197, 1, 0
116, 112, 1, 0
251, 534, 1, 0
318, 319, 1, 0
412, 440, 1, 0
17, 18, 1, 0
184, 182, 1, 0
59, 85, 1, 0
185, 194, 1, 0
187, 191, 1, 0
190, 187, 1, 0
511, 337, 1, 0
192, 196, 1, 0
511, 339, 1, 0
194, 229, 1, 0
244, 544, 1, 0
556, 531, 1, 0
404, 405, 1, 0
195, 191, 1, 0
195, 192, 1, 0
267, 269, 1, 0
259, 271, 1, 0
452, 441, 1, 0
281, 379, 1, 0
291, 284, 1, 0
333, 330, 1, 0
142, 153, 1, 0
327, 328, 1, 0
335, 363, 1, 0
195, 196, 1, 0
351, 346, 1, 0
199, 215, 1, 0
36, 32, 1, 0
217, 193, 1, 0
203, 215, 1, 0
519, 308, 1, 0
172, 164, 1, 0
299, 449, 1, 0
137, 151, 1, 0
206, 204, 1, 0
240, 266, 1, 0
243, 242, 1, 0
206, 205, 1, 0
425, 391, 1, 0
209, 230, 1, 0
210, 208, 1, 0
230, 232, 1, 0
427, 425, 1, 0
93, 62, 1, 0
219, 217, 1, 0
155, 157, 1, 0
220, 223, 1, 0
517, 360, 1, 0
392, 523, 2, 0
357, 358, 1, 0
221, 227, 1, 0
546, 474, 1, 0
382, 383, 1, 0
149, 601, 1, 0
290, 336, 1, 0
462, 241, 1, 0
120, 133, 1, 0
221, 231, 1, 0
223, 221, 1, 0
176, 177, 1, 0
223, 224, 1, 0
428, 458, 1, 0
125, 140, 1, 0
190, 193, 1, 0
214, 215, 1, 0
223, 225, 1, 0
485, 484, 2, 0
317, 313, 1, 0
235, 223, 1, 0
225, 227, 1, 0
284, 281, 1, 0
604, 593, 1, 0
227, 228, 1, 0
365, 362, 1, 0
317, 315, 1, 0
242, 251, 1, 0
272, 280, 1, 0
245, 261, 1, 0
413, 540, 1, 0
392, 523, 1, 0
355, 617, 1, 0
246, 247, 1, 0
184, 178, 1, 0
246, 262, 1, 0
370, 444, 1, 0
47, 37, 1, 0
248, 492, 1, 0
59, 60, 1, 0
199, 506, 1, 0
248, 558, 1, 0
300, 348, 1, 0
225, 226, 1, 0
249, 358, 1, 0
571, 134, 1, 0
250, 244, 1, 0
251, 254, 1, 0
252, 242, 1, 0
23, 26, 1, 0
298, 524, 1, 0
254, 257, 1, 0
440, 424, 1, 0
255, 256, 1, 0
299, 298, 1, 0
278, 277, 1, 0
330, 331, 1, 0
258, 260, 1, 0
258, 533, 1, 0
253, 256, 1, 0
258, 555, 1, 0
610, 613, 1, 0
517, 484, 1, 0
261, 553, 1, 0
262, 558, 1, 0
265, 264, 1, 0
335, 400, 1, 0
263, 560, 1, 0
287, 295, 1, 0
389, 307, 1, 0
264, 270, 1, 0
376, 377, 1, 0
272, 279, 1, 0
274, 275, 1, 0
127, 118, 1, 0
126, 139, 1, 0
219, 192, 1, 0
275, 329, 1, 0
345, 449, 1, 0
276, 280, 1, 0
568, 355, 1, 0
279, 321, 1, 0
68, 73, 1, 0
201, 202, 1, 0
285, 297, 1, 0
100, 95, 1, 0
285, 592, 1, 0
152, 150, 1, 0
286, 499, 1, 0
287, 288, 1, 0
352, 511, 1, 0
285, 287, 1, 0
305, 306, 1, 0
531, 532, 1, 0
293, 292, 1, 0
294, 292, 1, 0
242, 534, 1, 0
294, 293, 1, 0
295, 296, 1, 0
375, 355, 1, 0
299, 453, 1, 0
297, 295, 1, 0
297, 304, 1, 0
298, 301, 1, 0
290, 291, 1, 0
298, 478, 1, 0
113, 115, 1, 0
300, 457, 1, 0
341, 480, 1, 0
334, 374, 1, 0
141, 144, 1, 0
305, 304, 1, 0
238, 239, 1, 0
310, 410, 1, 0
313, 592, 1, 0
544, 245, 1, 0
314, 316, 1, 0
467, 49, 1, 0
314, 453, 1, 0
221, 225, 1, 0
318, 321, 1, 0
320, 479, 1, 0
322, 386, 1, 0
325, 303, 1, 0
400, 452, 1, 0
325, 383, 1, 0
312, 376, 1, 0
326, 327, 1, 0
--transformer section
iorig, idest, id, x, xst
611, 610, 1, 0, 0
609, 612, 1, 0, 0
604, 607, 1, 0, 0
602, 601, 1, 0, 0
600, 603, 1, 0, 0
588, 590, 1, 0, 0
581, 580, 1, 0, 0
579, 582, 1, 0, 0
572, 571, 1, 0, 0
570, 577, 1, 0, 0
570, 574, 1, 0, 0
570, 573, 1, 0, 0
568, 567, 1, 0, 0
579, 583, 1, 0, 0
570, 578, 1, 0, 0
563, 566, 1, 0, 0
558, 557, 1, 0, 0
553, 552, 1, 0, 0
550, 554, 1, 0, 0
547, 546, 1, 0, 0
362, 361, 1, 0, 0
150, 149, 1, 0, 0
315, 314, 1, 0, 0
446, 448, 3, 0, 0
588, 589, 1, 0, 0
14, 13, 1, 0, 0
269, 268, 1, 0, 0
545, 548, 1, 0, 0
497, 502, 1, 0, 0
217, 216, 1, 0, 0
414, 413, 1, 0, 0
264, 263, 1, 0, 0
38, 37, 1, 0, 0
259, 258, 1, 0, 0
379, 378, 1, 0, 0
231, 230, 1, 0, 0
565, 564, 1, 0, 0
72, 71, 1, 0, 0
212, 211, 1, 0, 0
66, 65, 1, 0, 0
497, 501, 1, 0, 0
490, 494, 1, 0, 0
387, 386, 1, 0, 0
593, 597, 1, 0, 0
210, 209, 1, 0, 0
604, 608, 1, 0, 0
387, 386, 3, 0, 0
235, 234, 1, 0, 0
84, 86, 1, 0, 0
85, 84, 1, 0, 0
300, 299, 1, 0, 0
490, 496, 1, 0, 0
300, 299, 2, 0, 0
595, 594, 1, 0, 0
556, 559, 1, 0, 0
167, 166, 1, 0, 0
100, 98, 1, 0, 0
64, 63, 1, 0, 0
346, 345, 1, 0, 0
187, 186, 1, 0, 0
154, 153, 2, 0, 0
554, 551, 1, 0, 0
504, 507, 1, 0, 0
135, 134, 1, 0, 0
605, 604, 1, 0, 0
588, 591, 1, 0, 0
452, 451, 1, 0, 0
104, 103, 1, 0, 0
434, 433, 1, 0, 0
143, 142, 1, 0, 0
540, 542, 1, 0, 0
534, 533, 2, 0, 0
123, 122, 1, 0, 0
279, 278, 1, 0, 0
203, 201, 1, 0, 0
446, 448, 1, 0, 0
447, 446, 1, 0, 0
515, 514, 1, 0, 0
447, 446, 2, 0, 0
154, 153, 1, 0, 0
480, 479, 1, 0, 0
499, 498, 1, 0, 0
473, 476, 1, 0, 0
387, 386, 2, 0, 0
473, 477, 1, 0, 0
48, 47, 1, 0, 0
416, 415, 1, 0, 0
475, 474, 1, 0, 0
478, 482, 1, 0, 0
490, 493, 1, 0, 0
321, 320, 1, 0, 0
434, 433, 2, 0, 0
484, 487, 1, 0, 0
570, 575, 1, 0, 0
541, 540, 1, 0, 0
447, 446, 3, 0, 0
484, 488, 1, 0, 0
395, 394, 1, 0, 0
300, 299, 3, 0, 0
486, 485, 1, 0, 0
506, 505, 1, 0, 0
490, 495, 1, 0, 0
323, 322, 1, 0, 0
492, 491, 1, 0, 0
504, 508, 1, 0, 0
511, 510, 1, 0, 0
517, 520, 1, 0, 0
478, 481, 1, 0, 0
517, 521, 1, 0, 0
614, 615, 1, 0, 0
519, 518, 1, 0, 0
517, 522, 1, 0, 0
545, 549, 1, 0, 0
606, 605, 1, 0, 0
524, 527, 1, 0, 0
21, 20, 1, 0, 0
524, 528, 1, 0, 0
524, 529, 1, 0, 0
526, 525, 1, 0, 0
478, 483, 1, 0, 0
534, 533, 1, 0, 0
593, 596, 1, 0, 0
570, 576, 1, 0, 0
394, 396, 1, 0, 0
462, 461, 1, 0, 0
535, 538, 1, 0, 0
497, 500, 1, 0, 0
540, 543, 1, 0, 0
9, 8, 1, 0, 0
537, 535, 1, 0, 0
 --switched shunt section
i, xst1, xst2, xst3, xst4, xst5, xst6, xst7, xst8
592, 1, 1, 
422, 1, 1, 
393, 1, 1, 
379, 1, 1, 
312, 1, 1, 
165, 1, 1, 
79, 1, 1, 
523, 1, 1, 
194, 1, 1, 
272, 1, 1, 
14, 1, 1, 
9, 1, 1, 
82, 1, 1, 
5, 1, 1, 
1, 1, 1, 
277, 1, 1, 
167, 1, 1, 
329, 1, 1, 
282, 1, 1, 
19, 1, 1, 
113, 1, 1, 
207, 1, 1, 
323, 1, 1, 
229, 1, 1, 
276, 1, 1, 
320, 1, 1, 
273, 1, 1, 
373, 1, 1, 
91, 1, 1, 
185, 1, 1, 
279, 1, 1, 
284, 1, 1, 
